
search-facebook th1 25573 -> 25573
search-facebook th2 13989 -> 13989
search-facebook th4 7148 -> 7148
search-facebook th6 4822 -> 4822
search-facebook th8 3829 -> 3829
search-facebook th10 3218 -> 3218
search-facebook th12 2721 -> 2721
search-facebook th14 2497 -> 2497
search-facebook th16 2267 -> 2267
search-facebook th18 1994 -> 1994
search-facebook th20 1926 -> 1926
search-facebook th22 2021 -> 2021
search-facebook th24 1734 -> 1734
search-facebook th26 1655 -> 1655
search-facebook th28 1523 -> 1523
search-facebook th30 1487 -> 1487
search-facebook th32 1459 -> 1459
search-facebook-threads th1 22859 -> 22859
search-facebook-threads th2 12086 -> 12086
search-facebook-threads th4 6906 -> 6906
search-facebook-threads th6 4545 -> 4545
search-facebook-threads th8 3627 -> 3627
search-facebook-threads th10 2905 -> 2905
search-facebook-threads th12 2524 -> 2524
search-facebook-threads th14 2222 -> 2222
search-facebook-threads th16 2003 -> 2003
search-facebook-threads th18 2047 -> 2047
search-facebook-threads th20 1741 -> 1741
search-facebook-threads th22 1682 -> 1682
search-facebook-threads th24 1644 -> 1644
search-facebook-threads th26 1524 -> 1524
search-facebook-threads th28 1435 -> 1435
search-facebook-threads th30 1408 -> 1408
search-facebook-threads th32 1577 -> 1577
search-twitter th1 130603 -> 130603
search-twitter th2 71262 -> 71262
search-twitter th4 36136 -> 36136
search-twitter th6 24684 -> 24684
search-twitter th8 19311 -> 19311
search-twitter th10 15664 -> 15664
search-twitter th12 13577 -> 13577
search-twitter th14 11917 -> 11917
search-twitter th16 10692 -> 10692
search-twitter th18 10025 -> 10025
search-twitter th20 9704 -> 9704
search-twitter th22 9018 -> 9018
search-twitter th24 8626 -> 8626
search-twitter th26 8128 -> 8128
search-twitter th28 8088 -> 8088
search-twitter th30 7690 -> 7690
search-twitter th32 7574 -> 7574
search-twitter-threads th1 86964 -> 86964
search-twitter-threads th2 49857 -> 49857
search-twitter-threads th4 28495 -> 28495
search-twitter-threads th6 20365 -> 20365
search-twitter-threads th8 15515 -> 15515
search-twitter-threads th10 12565 -> 12565
search-twitter-threads th12 11464 -> 11464
search-twitter-threads th14 9885 -> 9885
search-twitter-threads th16 8663 -> 8663
search-twitter-threads th18 8206 -> 8206
search-twitter-threads th20 7713 -> 7713
search-twitter-threads th22 7530 -> 7530
search-twitter-threads th24 7246 -> 7246
search-twitter-threads th26 6960 -> 6960
search-twitter-threads th28 6820 -> 6820
search-twitter-threads th30 6621 -> 6621
search-twitter-threads th32 6441 -> 6441
search-random th1 54821 -> 54821
search-random th2 28747 -> 28747
search-random th4 14538 -> 14538
search-random th6 10052 -> 10052
search-random th8 7495 -> 7495
search-random th10 6216 -> 6216
search-random th12 5280 -> 5280
search-random th14 4723 -> 4723
search-random th16 4261 -> 4261
search-random th18 4182 -> 4182
search-random th20 3919 -> 3919
search-random th22 3425 -> 3425
search-random th24 3420 -> 3420
search-random th26 3247 -> 3247
search-random th28 3093 -> 3093
search-random th30 3057 -> 3057
search-random th32 3083 -> 3083
search-random-threads th1 25514 -> 25514
search-random-threads th2 18287 -> 18287
search-random-threads th4 10629 -> 10629
search-random-threads th6 7547 -> 7547
search-random-threads th8 5862 -> 5862
search-random-threads th10 4916 -> 4916
search-random-threads th12 4207 -> 4207
search-random-threads th14 3807 -> 3807
search-random-threads th16 3378 -> 3378
search-random-threads th18 3159 -> 3159
search-random-threads th20 2986 -> 2986
search-random-threads th22 2807 -> 2807
search-random-threads th24 2736 -> 2736
search-random-threads th26 2612 -> 2612
search-random-threads th28 2534 -> 2534
search-random-threads th30 2513 -> 2513
search-random-threads th32 2418 -> 2418

search-pokec th1 626334 -> 626334
search-pokec th2 325297 -> 325297
search-pokec th4 177669 -> 177669
search-pokec th6 122534 -> 122534
search-pokec th8 95617 -> 95617
search-pokec th10 80361 -> 80361
search-pokec th12 69825 -> 69825
search-pokec th14 63676 -> 63676
search-pokec th16 61336 -> 61336
search-pokec th18 56075 -> 56075
search-pokec th20 55865 -> 55865
search-pokec th22 49558 -> 49558
search-pokec th24 51891 -> 51891
search-pokec th26 45956 -> 45956
search-pokec th28 48178 -> 48178
search-pokec th30 49681 -> 49681
search-pokec th32 51918 -> 51918
search-pokec-threads th1 323559 -> 323559
search-pokec-threads th2 215056 -> 215056
search-pokec-threads th4 123729 -> 123729
search-pokec-threads th6 86601 -> 86601
search-pokec-threads th8 64929 -> 64929
search-pokec-threads th10 57651 -> 57651
search-pokec-threads th12 48128 -> 48128
search-pokec-threads th14 42977 -> 42977
search-pokec-threads th16 39103 -> 39103
search-pokec-threads th18 36173 -> 36173
search-pokec-threads th20 33613 -> 33613
search-pokec-threads th22 32901 -> 32901
search-pokec-threads th24 31657 -> 31657
search-pokec-threads th26 30756 -> 30756
search-pokec-threads th28 32563 -> 32563
search-pokec-threads th30 28744 -> 28744
search-pokec-threads th32 26151 -> 26151

